"303,486,24016,26630,50621,54362,56155"
"172,220,292,1608,2144,11343,40118"
"18746,33585,40266,40974,50721,51803,54754"
"29433,53925,54258,55134,55147,55165,55698"
"5769,14464,17506,22411,40134,54803,55165"
"93,104,105,155,163,3419,26722"
"849,873,926,1293,3243,19238,54272"
"14469,17464,22047,23892,37299,40118,53436"
"7396,7668,10610,53618,54481,54764,55432"
"4666,23883,26141,27912,40277,54520,54760"
"5100,7403,7616,26580,26590,51733,59459"
"4404,7668,22406,51741,51799,54481,54878"
"4666,5100,7616,18746,23874,26656,55296"
"236,252,4129,10653,51687,53271,53499"
"10610,26710,27755,35617,40118,51806,53470"
"873,4126,26839,41007,41037,51141,53436"
"352,1679,4666,16896,27755,51119,53042"
"155,267,2007,2207,2351,5100,40118"
"461,486,10610,24470,53271,53422,53470"
"223,254,4122,4126,11144,56844,61409"
"1372,4666,7668,19227,23874,40138,50721"
"966,37424,37807,38862,40138,54272,62956"
"220,252,265,272,4122,17514,24968"
"474,489,516,62866,62878,63070,63091"
"236,1542,9990,10610,24027,40118,53026"
"5632,5708,7676,22018,22084,40266,51684"
"254,891,11144,24954,35617,53042,55296"
"2198,22018,22426,23883,26580,40118,51711"
"4129,7737,22415,23874,23883,27865,40134"
"4666,22406,23883,24010,24916,40266,54803"
"185,513,2207,3419,4122,26850,62843"
"236,254,419,1627,2133,4126,28742"
"873,908,950,7654,27538,28733,28748"
"28748,53503,54729,56836,56850,59450,59459"
"178,303,3430,4122,4126,4389,26850"
"7676,22018,26656,28909,40266,40974,50721"
"5100,22018,27865,27938,40164,51684,54760"
"35828,37424,37807,38862,39140,40138,62956"
"4666,22415,24010,50715,51771,51803,54754"
"5708,26590,40266,50721,51799,51803,54520"
"461,926,1510,1829,10619,11144,54229"
"1727,17514,19227,27879,51766,53525,59450"
"891,1412,5758,11144,17510,22187,37807"
"474,10867,17226,17492,27921,56275,57968"
"295,341,401,1877,7935,29840,59459"
"7668,11026,17795,18759,24909,53952,54258"
"155,498,27938,54362,54683,62843,64670"
"155,236,254,265,2198,28742,51756"
"5100,22018,40974,51119,51711,54520,54754"
"7236,11014,53607,54481,54764,54878,56275"
"19210,27552,50721,53384,53436,53952,55698"
"193,209,1608,2198,2207,3243,11343"
"873,5100,7452,11144,19238,23874,26799"
"148,303,3243,11144,41037,53734,54272"
"11144,17219,53925,55296,55698,56055,56493"
"4404,11144,40118,53436,54272,54803,57935"
"104,105,119,163,209,1585,4401"
"292,1608,4666,5100,9990,40118,40266"
"11014,40118,53294,53390,53514,54481,54878"
"419,11144,27755,28981,40118,56844,56850"
"468,7668,9990,26673,27755,33819,53470"
"3034,3619,5708,26590,53499,54481,54520"
"873,8419,11144,18746,19227,28748,51700"
"292,1012,27830,35828,40129,53734,56850"
"105,220,3243,3430,4401,7115,37807"
"11026,17795,18759,24484,24909,26157,40118"
"1300,3034,35828,52976,53042,53271,54272"
"873,916,11026,17795,19690,24909,37296"
"7676,17506,40974,51771,54754,54760,56289"
"873,11144,16634,17514,22346,24027,29439"
"1241,1598,10867,11020,11139,17492,26673"
"104,155,163,474,10610,27552,37807"
"3619,53379,53390,53514,54744,54764,56275"
"7676,24010,26656,35828,40118,51771,54776"
"432,2363,4406,40974,54520,54760,54803"
